FILE_PATH,FOLDER,DATASET_TYPE,FORMAT,EVIDENCE_ID,CASE_ID,SIZE_BYTES,SHA256,DESCRIPTION,CLASSIFICATION
03_CDR_CALL_DETAIL_RECORDS/CDR-REQUISITION_Cr-0412-2025_CASE-101.pdf,03_CDR_CALL_DETAIL_RECORDS,Call Detail Record (CDR),PDF,EV-1025,CASE-101,3516,557c61eba2c36915d0e3b40d3f9c790994664cd86fde9093100c902bc4be9238,Requisition letter (PDF rendering),SYNTHETIC DEMONSTRATION DATA
03_CDR_CALL_DETAIL_RECORDS/CDR-REQUISITION_Cr-0412-2025_CASE-101.txt,03_CDR_CALL_DETAIL_RECORDS,Call Detail Record (CDR),TXT,EV-1025,CASE-101,2313,863e9e733fe5262a2453a04bb450b1b39dd6325022c8d656e63295e19cde3446,Requisition to the telecom nodal officer under s.94 BNSS,SYNTHETIC DEMONSTRATION DATA
03_CDR_CALL_DETAIL_RECORDS/CDR_9840012345_2025-08-10_to_2025-08-14.csv,03_CDR_CALL_DETAIL_RECORDS,Call Detail Record (CDR),CSV,EV-1025,CASE-101,5646,d76ce873485c804c21347fed563a8aca04f9b4a7470f7dcb982f3b306d5322ab,"Call detail records for +919840012345 (PHN-001), LEA dump layout",SYNTHETIC DEMONSTRATION DATA
03_CDR_CALL_DETAIL_RECORDS/CDR_9840099887_2025-08-10_to_2025-08-14.csv,03_CDR_CALL_DETAIL_RECORDS,Call Detail Record (CDR),CSV,EV-1025,CASE-101,4921,b1be7c3c071c4ad986133ac32eae2770987ec3fa7d6083f7a433034ca3eaa0c2,"Call detail records for +919840099887 (PHN-002), LEA dump layout",SYNTHETIC DEMONSTRATION DATA
03_CDR_CALL_DETAIL_RECORDS/CELL-SITE-MASTER.csv,03_CDR_CALL_DETAIL_RECORDS,Call Detail Record (CDR),CSV,EV-1025,CASE-101,1613,210a7aabe6983383b2d2ad3d6f0fb3752b4868c6ed9135467e8b8e6bc346f1ed,CGI to tower address / lat-lon mapping for every cell in the CDRs,SYNTHETIC DEMONSTRATION DATA
04_FINANCIAL_RECORDS/BANK-REQUISITION_CASE-305.txt,04_FINANCIAL_RECORDS,Financial record,TXT,EV-3070,CASE-305,1933,165248d83ce3b78099a5aff2f305e12493287f08c86cdfa3fd25451cc47da70b,Requisition to the bank nodal officer under s.94 BNSS,SYNTHETIC DEMONSTRATION DATA
04_FINANCIAL_RECORDS/BANK-STATEMENT-COVER_AC-33901122_Suresh-Balan_Aug2025.pdf,04_FINANCIAL_RECORDS,Financial record,PDF,EV-3070,CASE-305,3262,68584e3b8a87e16f5008802b4315236239b73ac33b896b937ff125c6b7b62703,Statement cover (PDF),SYNTHETIC DEMONSTRATION DATA
04_FINANCIAL_RECORDS/BANK-STATEMENT-COVER_AC-33901122_Suresh-Balan_Aug2025.txt,04_FINANCIAL_RECORDS,Financial record,TXT,EV-3070,CASE-305,2063,fc55d426e53ba50237f5feaa64963b0867b289cce0f99d19825877b3c9d11f2f,Certified statement cover page for ACC-001,SYNTHETIC DEMONSTRATION DATA
04_FINANCIAL_RECORDS/BANK-STATEMENT-COVER_AC-44120987_Divya-Nair_Aug2025.pdf,04_FINANCIAL_RECORDS,Financial record,PDF,EV-3070,CASE-305,3246,a5550d774936a93b1fe8a7c419272a64376ebef3956aafac46b5cc31dc36cdb0,Statement cover (PDF),SYNTHETIC DEMONSTRATION DATA
04_FINANCIAL_RECORDS/BANK-STATEMENT-COVER_AC-44120987_Divya-Nair_Aug2025.txt,04_FINANCIAL_RECORDS,Financial record,TXT,EV-3070,CASE-305,2044,22e2996696758438a2991c3f905c457930ce18e99c7aba09a3f541735282f4b8,Certified statement cover page for ACC-002,SYNTHETIC DEMONSTRATION DATA
04_FINANCIAL_RECORDS/BANK-STATEMENT_AC-33901122_Suresh-Balan_Aug2025.csv,04_FINANCIAL_RECORDS,Financial record,CSV,EV-3070,CASE-305,12230,240d11fdc550fa664f10c6d1490fb1f8bab4a2ee9081792a7c66238e3e879ce0,Transaction rows for ACC-001 with running balance - the exact rows the platform analyses,SYNTHETIC DEMONSTRATION DATA
04_FINANCIAL_RECORDS/BANK-STATEMENT_AC-44120987_Divya-Nair_Aug2025.csv,04_FINANCIAL_RECORDS,Financial record,CSV,EV-3070,CASE-305,1211,a7e4dbea00a7d2ceff21b51cd87e441bdf45be753e0d832b965e2d4e0f55de93,Transaction rows for ACC-002 with running balance - the exact rows the platform analyses,SYNTHETIC DEMONSTRATION DATA
05_SURVEILLANCE_REPORTS/ANPR-CAMERA-LOG_Aug2025.csv,05_SURVEILLANCE_REPORTS,Surveillance report,CSV,EV-1026,MULTI,8505,a6362cedc9f4ec0a33c83d343097219169a5e617d82b76917d35278a481c323b,Automatic number plate reader log across 5 camera sites; 8 evidenced reads plus routine traffic,SYNTHETIC DEMONSTRATION DATA
05_SURVEILLANCE_REPORTS/SURVEILLANCE-REPORT_OP-KAVAL-07_CASE-101_Guindy.pdf,05_SURVEILLANCE_REPORTS,Surveillance report,PDF,EV-1026,CASE-101,5294,383f8db39adac4c054bdcce0336d592bc282a4061d0d27e9ddd6f652f58b70da,Field observation log (PDF rendering),SYNTHETIC DEMONSTRATION DATA
05_SURVEILLANCE_REPORTS/SURVEILLANCE-REPORT_OP-KAVAL-07_CASE-101_Guindy.txt,05_SURVEILLANCE_REPORTS,Surveillance report,TXT,EV-1026,CASE-101,3890,c72c685315c12c5d7830f96a3e7c22a7552630578886b6981e7f67b29b13f59c,"Static field observation log, Guindy Industrial Estate",SYNTHETIC DEMONSTRATION DATA
06_INTELLIGENCE_REPORTS/INTELLIGENCE-REPORT_INT-2025-0442_CASE-202.pdf,06_INTELLIGENCE_REPORTS,Intelligence report,PDF,EV-2043,CASE-202,4102,23c75d49a1348e81283b7ce50d07e535dbcf0a8248f091a2eb4aef281076c2db,5x5x5-graded note carrying the deliberate Madurai / Chennai Central contradiction (PDF rendering),SYNTHETIC DEMONSTRATION DATA
06_INTELLIGENCE_REPORTS/INTELLIGENCE-REPORT_INT-2025-0442_CASE-202.txt,06_INTELLIGENCE_REPORTS,Intelligence report,TXT,EV-2043,CASE-202,3296,d4cc6e298b274a3c3a65df9aca3410ec583ee2f58ea569e7f98cee3b4f538722,5x5x5-graded note carrying the deliberate Madurai / Chennai Central contradiction,SYNTHETIC DEMONSTRATION DATA
06_INTELLIGENCE_REPORTS/INTELLIGENCE-REPORT_INT-2025-0517_CASE-305.pdf,06_INTELLIGENCE_REPORTS,Intelligence report,PDF,EV-3071,CASE-305,3766,903e5dee37a2d1a40b30a4a11af0ecb0888ba80ec852488ba6f32fc2a0cd4abf,5x5x5-graded note placing TN01AB1234 at Chennai Port (PDF rendering),SYNTHETIC DEMONSTRATION DATA
06_INTELLIGENCE_REPORTS/INTELLIGENCE-REPORT_INT-2025-0517_CASE-305.txt,06_INTELLIGENCE_REPORTS,Intelligence report,TXT,EV-3071,CASE-305,2846,76661336bb9ebdeb3d95d494b073f9e463b26f3b8434ba9100946a6fafb52c80,5x5x5-graded note placing TN01AB1234 at Chennai Port,SYNTHETIC DEMONSTRATION DATA
07_IMAGE_EVIDENCE/EV-1026_surveillance-still_Guindy_2025-08-12T1230Z.png,07_IMAGE_EVIDENCE,Image evidence,PNG,EV-1026,CASE-101,1518464,36990a4452f5cabbadf77214d51e8a9d2c982f6c2b291d2c72aefed30cc9e919,Illustrative surveillance still accompanying the Guindy observation log,SYNTHETIC DEMONSTRATION DATA
07_IMAGE_EVIDENCE/EV-2042_CCTV-still_Chennai-Central_2025-08-18T1007Z.png,07_IMAGE_EVIDENCE,Image evidence,PNG,EV-2042,CASE-202,1272541,3b55ff9ee7cc49804fe5aaa86e1b74034f9de7010d3201683413c6ec728d6e63,CCTV still backing EV-2042. The registered copy of this object is the one deliberately altered so the SHA-256 check reports a mismatch,SYNTHETIC DEMONSTRATION DATA
07_IMAGE_EVIDENCE/EV-2042b_ANPR-plate-crop_Chennai-Central_2025-08-18T1007Z.png,07_IMAGE_EVIDENCE,Image evidence,PNG,EV-2042,CASE-202,384983,6ff0116575a1b3fb43dccbaf345fcd302d3aea0354edd2ec6d0730af313e34f4,"Composited ANPR plate crop showing TN01AB1234 - the identifier that links CASE-101, CASE-202 and CASE-305",SYNTHETIC DEMONSTRATION DATA
07_IMAGE_EVIDENCE/IMAGE-EVIDENCE-METADATA.csv,07_IMAGE_EVIDENCE,Image evidence,CSV,EV-2042,CASE-202,1384,de18bbdd35adfa8d4fe172d5300ba515c80d9795b9fe49bc744f4650b3cc9dae,"EXIF-style metadata for every image, including the explicit 'no OCR was performed' declaration",SYNTHETIC DEMONSTRATION DATA
07_IMAGE_EVIDENCE/README_IMAGE_HONESTY_NOTE.txt,07_IMAGE_EVIDENCE,Image evidence,TXT,,,1529,43ca1b5415a6de81399c5571331f101a4527bb6be0ccde94dc1065a6052c5083,Plain statement of what the images are and are not,SYNTHETIC DEMONSTRATION DATA
08_PDF_CASE_BUNDLES/CASE-101_EVIDENCE-BUNDLE.pdf,08_PDF_CASE_BUNDLES,PDF case bundle,PDF,,CASE-101,18784,fbb8c6e280187575c33243087a36cfd9c48753b6f2e69495e29e9968528d4f32,Every narrative document for CASE-101 in one printable PDF (3 evidence items),SYNTHETIC DEMONSTRATION DATA
08_PDF_CASE_BUNDLES/CASE-202_EVIDENCE-BUNDLE.pdf,08_PDF_CASE_BUNDLES,PDF case bundle,PDF,,CASE-202,14460,b87adf54ce634c1a510d45906f7578e89308e63ec132c08c880f3fda582e89ca,Every narrative document for CASE-202 in one printable PDF (3 evidence items),SYNTHETIC DEMONSTRATION DATA
08_PDF_CASE_BUNDLES/CASE-305_EVIDENCE-BUNDLE.pdf,08_PDF_CASE_BUNDLES,PDF case bundle,PDF,,CASE-305,11015,a63c1e1389237514944467a0ab58afd2bce3328a7ec1d76f2dec077ea49cdbfe,Every narrative document for CASE-305 in one printable PDF (2 evidence items),SYNTHETIC DEMONSTRATION DATA
08_PDF_CASE_BUNDLES/CASE-407_EVIDENCE-BUNDLE.pdf,08_PDF_CASE_BUNDLES,PDF case bundle,PDF,,CASE-407,5346,57ee0e677fb7dace72fbe574c22fac6632c8ac692ca25e480ad6c7f987327b46,Every narrative document for CASE-407 in one printable PDF (1 evidence items),SYNTHETIC DEMONSTRATION DATA
08_PDF_CASE_BUNDLES/CASE-512_EVIDENCE-BUNDLE.pdf,08_PDF_CASE_BUNDLES,PDF case bundle,PDF,,CASE-512,6358,24a51fef7f5f4cd5602335c92681b087215d1895e6b3a119b2938dceb7ac12df,Every narrative document for CASE-512 in one printable PDF (1 evidence items),SYNTHETIC DEMONSTRATION DATA
09_CSV_STRUCTURED_DATASETS/CASES.csv,09_CSV_STRUCTURED_DATASETS,Structured CSV dataset,CSV,,,1454,071c5b47a9fbe3be33b861030f4e8da7b16135851d3e55ab1a89927ee016f64a,5 cases including the deliberately evidence-poor CASE-512,SYNTHETIC DEMONSTRATION DATA
09_CSV_STRUCTURED_DATASETS/CONTRADICTIONS.csv,09_CSV_STRUCTURED_DATASETS,Structured CSV dataset,CSV,,,433,1ae463a926826427fd0c2ca54ecd91207675146f029673ead6bad2e4e459f286,The open contradiction CON-001,SYNTHETIC DEMONSTRATION DATA
09_CSV_STRUCTURED_DATASETS/CROSS_CASE_OVERLAPS.csv,09_CSV_STRUCTURED_DATASETS,Structured CSV dataset,CSV,,,1736,d028885177b730de52e4f14745ad9a1a915dc40d4fbfb23d453fb44c4881951e,"Every shared identifier between cases, with the basis for the link",SYNTHETIC DEMONSTRATION DATA
09_CSV_STRUCTURED_DATASETS/ENTITIES_ACCOUNTS.csv,09_CSV_STRUCTURED_DATASETS,Structured CSV dataset,CSV,,,589,4e95f1f80054e710b04d4caa407e176e0e6377ca698f938a4d46de7c3990796b,3 bank accounts,SYNTHETIC DEMONSTRATION DATA
09_CSV_STRUCTURED_DATASETS/ENTITIES_LOCATIONS.csv,09_CSV_STRUCTURED_DATASETS,Structured CSV dataset,CSV,,,870,fbb8b0d343a946627f38fd03de0932965b2a7d93c6fa2091b4dfe698f07dfb9d,6 locations with coordinates,SYNTHETIC DEMONSTRATION DATA
09_CSV_STRUCTURED_DATASETS/ENTITIES_MASTER.csv,09_CSV_STRUCTURED_DATASETS,Structured CSV dataset,CSV,,,5946,af50b907a16a9048249aa1b5a65125940fe7edb903a64370c78a62157453616a,All 37 entities of all 7 types in one register,SYNTHETIC DEMONSTRATION DATA
09_CSV_STRUCTURED_DATASETS/ENTITIES_ORGS_AND_DEVICES.csv,09_CSV_STRUCTURED_DATASETS,Structured CSV dataset,CSV,,,381,803ef6d1707cbfe5a18eb8ac42f227b9ee059e9c1eaeeaa0a8faa8bf4c99fa86,"2 organisations, 2 devices",SYNTHETIC DEMONSTRATION DATA
09_CSV_STRUCTURED_DATASETS/ENTITIES_PERSONS.csv,09_CSV_STRUCTURED_DATASETS,Structured CSV dataset,CSV,,,2629,f979af3ed897da7166a5000a9a56d30a49ae4a8a731548783cc28cf640c89505,15 persons with their identifiers,SYNTHETIC DEMONSTRATION DATA
09_CSV_STRUCTURED_DATASETS/ENTITIES_PHONES.csv,09_CSV_STRUCTURED_DATASETS,Structured CSV dataset,CSV,,,582,d814b99d45dbd77f387f502bbda223130613a9277aaf13182bc75d7925b5029f,4 phone numbers and CDR availability,SYNTHETIC DEMONSTRATION DATA
09_CSV_STRUCTURED_DATASETS/ENTITIES_VEHICLES.csv,09_CSV_STRUCTURED_DATASETS,Structured CSV dataset,CSV,,,657,d540ad720cf1fc95efae6989f4d41dde7d366f0eea3d79124827fab6381526b7,5 vehicles and their case spread,SYNTHETIC DEMONSTRATION DATA
09_CSV_STRUCTURED_DATASETS/EVENTS_TIMELINE.csv,09_CSV_STRUCTURED_DATASETS,Structured CSV dataset,CSV,,,3043,94a8a60b48d40758111f8c66421777e05f66a18ededf84ec4ef8b64da5a3878a,"17 timeline events, 10-27 Aug 2025",SYNTHETIC DEMONSTRATION DATA
09_CSV_STRUCTURED_DATASETS/EVIDENCE_REGISTER.csv,09_CSV_STRUCTURED_DATASETS,Structured CSV dataset,CSV,,,2493,764b96fb16bc1cc25943aa4bde28d55ea345c24ea51aeb86b17c612a68267f1d,10 evidence items mapped to the source file in this pack that backs each one,SYNTHETIC DEMONSTRATION DATA
09_CSV_STRUCTURED_DATASETS/EXPECTED_ANALYSIS_OUTCOMES.csv,09_CSV_STRUCTURED_DATASETS,Structured CSV dataset,CSV,,,3096,ae7bc9ab7a633d0ea9fc03f80c93a67742d78ef62b0fd175524b46e18cc987ff,What the platform should output for each stage - use this to check the demo live,SYNTHETIC DEMONSTRATION DATA
09_CSV_STRUCTURED_DATASETS/RELATIONSHIPS.csv,09_CSV_STRUCTURED_DATASETS,Structured CSV dataset,CSV,,,4216,96ec2327c897ac6ea503c2303790e8c3e0c2ef89e937a26352e0d43337328c66,"28 relationships, each citing the evidence id that supports it",SYNTHETIC DEMONSTRATION DATA
09_CSV_STRUCTURED_DATASETS/TRANSACTIONS.csv,09_CSV_STRUCTURED_DATASETS,Structured CSV dataset,CSV,,,7605,ebde34f34e56f3669462e18772d4d2d18b9e17d22d88feddf9f54fcc6409a52f,63 transactions: baseline plus the 50-transaction burst that the anomaly detector flags,SYNTHETIC DEMONSTRATION DATA
09_CSV_STRUCTURED_DATASETS/USERS_AND_RBAC.csv,09_CSV_STRUCTURED_DATASETS,Structured CSV dataset,CSV,,,679,e5ca1cbc762ec89bb76647b061a99f8fbad7596c08a731bc8c56addfb5a3e971,"4 demo accounts, roles and case-level access",SYNTHETIC DEMONSTRATION DATA
10_CHAIN_OF_CUSTODY_AND_CERTIFICATES/CERTIFICATE-63-BSA_BCBK-CERT-2025-0881_EV-3070.txt,10_CHAIN_OF_CUSTODY_AND_CERTIFICATES,Chain of custody / legal certificate,TXT,EV-3070,CASE-305,2834,40ae46b1ec56352a8d5bad6715104d599f46f847f56d5be5a3c3cbd07076beda,s.63(4)(c) BSA 2023 electronic-record certificate for EV-3070,SYNTHETIC DEMONSTRATION DATA
10_CHAIN_OF_CUSTODY_AND_CERTIFICATES/CERTIFICATE-63-BSA_CCTV-CERT-2025-0119_EV-2042.txt,10_CHAIN_OF_CUSTODY_AND_CERTIFICATES,Chain of custody / legal certificate,TXT,EV-2042,CASE-202,2846,70787ec91fa2006e0cf7af6f680df95e528a10d03c0f3cb4a9f30bda318ab4b4,s.63(4)(c) BSA 2023 electronic-record certificate for EV-2042,SYNTHETIC DEMONSTRATION DATA
10_CHAIN_OF_CUSTODY_AND_CERTIFICATES/CERTIFICATE-63-BSA_STL-CERT-2025-2214_EV-1025.txt,10_CHAIN_OF_CUSTODY_AND_CERTIFICATES,Chain of custody / legal certificate,TXT,EV-1025,CASE-101,2845,5341b360fd94aa98bbf2c8a6a7ca16cb4b504a64d123a1157e0fb8a21220a206,s.63(4)(c) BSA 2023 electronic-record certificate for EV-1025,SYNTHETIC DEMONSTRATION DATA
10_CHAIN_OF_CUSTODY_AND_CERTIFICATES/CHAIN-OF-CUSTODY_EV-1024.txt,10_CHAIN_OF_CUSTODY_AND_CERTIFICATES,Chain of custody / legal certificate,TXT,EV-1024,CASE-101,2210,55e920cc734a7518d20d5ab155f4082b08d7e12f044dda21fbf85922029d6138,Chain of custody / evidence movement register for EV-1024,SYNTHETIC DEMONSTRATION DATA
10_CHAIN_OF_CUSTODY_AND_CERTIFICATES/CHAIN-OF-CUSTODY_EV-1025.txt,10_CHAIN_OF_CUSTODY_AND_CERTIFICATES,Chain of custody / legal certificate,TXT,EV-1025,CASE-101,2219,e73b5d377c34ce1b5fd379ded709599fa6c83d65ec7e415d45a13eeab2eab877,Chain of custody / evidence movement register for EV-1025,SYNTHETIC DEMONSTRATION DATA
10_CHAIN_OF_CUSTODY_AND_CERTIFICATES/CHAIN-OF-CUSTODY_EV-2041.txt,10_CHAIN_OF_CUSTODY_AND_CERTIFICATES,Chain of custody / legal certificate,TXT,EV-2041,CASE-202,2217,33d628a2fa8799d10e30f7768f2c6825d7491452df3c695ab0d73984bcad6452,Chain of custody / evidence movement register for EV-2041,SYNTHETIC DEMONSTRATION DATA
10_CHAIN_OF_CUSTODY_AND_CERTIFICATES/CHAIN-OF-CUSTODY_EV-2042.txt,10_CHAIN_OF_CUSTODY_AND_CERTIFICATES,Chain of custody / legal certificate,TXT,EV-2042,CASE-202,2426,9ef2365bdf36939f1814304c67ef4c8871386b88969121898f24b4234d16e6a3,Chain of custody / evidence movement register for EV-2042,SYNTHETIC DEMONSTRATION DATA
10_CHAIN_OF_CUSTODY_AND_CERTIFICATES/CHAIN-OF-CUSTODY_EV-3070.txt,10_CHAIN_OF_CUSTODY_AND_CERTIFICATES,Chain of custody / legal certificate,TXT,EV-3070,CASE-305,2243,8ca8d23268da87cc91c21f7fa1eff8b5ed1fbcb2e938660d2d4a8544293d0e06,Chain of custody / evidence movement register for EV-3070,SYNTHETIC DEMONSTRATION DATA
